titles,discripsion,lastest_Chap,condition,view,follow,link 
Chuyện Con Quỷ Tại Cầu Hakinohashi,"Chuyện về con quỷ tại cầu Hakinohashi, nghe đồn ai đi qua đó sẽ bị quỷ bắt mất ...",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,017",Lượt theo dõi: 33,https://truyenqqhot.com/truyen-tranh/chuyen-con-quy-tai-cau-hakinohashi-6839
Ashita No Esa Kimidakara,"Một con quái vật bí ẩn xuất hiện ở trường học. Chỉ có một điều hiểu về nó là ""Mỗi ngày nó sẽ ăn một người"". Số phận của chàng trai ở tầng lớp thấp nhất trong trường sẽ là gì!?",Chapter 0,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,347",Lượt theo dõi: 33,https://truyenqqhot.com/truyen-tranh/ashita-no-esa-kimidakara-6816
Dai Dark,"Một nơi nào đó trong không gian với bóng tối dày đặc trải dài vô tận... Một người đàn ông kì lạ trên người đầy máu trôi dạt với một con tàu phế phẩm mafia. Anh ta là Zano Sanko - 14 tuổi, một người đang chết dần vì vết thương nghiêm trọng.  Kẻ nào có được ""xương"" của anh ta, người mang theo ""tạo vật...",Chapter 14.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 84,349",Lượt theo dõi: 628,https://truyenqqhot.com/truyen-tranh/dai-dark-6809
Do You Think Someone Like You Could Defeat The Demon Lord?,"""...tôi chỉ muốn sống cũng không được sao"" Flamme được chọn trở thành thành viên của nhóm anh hùng vì khả năng hiếm có của mình nhưng chỉ số của cô hoàn toàn bằng 0. cuối cùng cô bị bán vào cửa hàng nô lệ và trở thành trò mua vui để quái vật anh thịt. trong bước đường cùng cô nhận lấy thanh kiếm ngu...",Chapter 7.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 44,370",Lượt theo dõi: 590,https://truyenqqhot.com/truyen-tranh/do-you-think-someone-like-you-could-defeat-the-demon-lord-6776
Cực Hàn Công Lược,"Một trận bão tuyết lớn bất ngờ cuốn khắp trái đất,  thời tiết trở nên lạnh lẽo giá rét. Không chỉ vậy, dưới lớp tuyết dày còn có Người Tuyết tàn ác gieo rắc kinh hoàng khắp nơi.",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,790",Lượt theo dõi: 29,https://truyenqqhot.com/truyen-tranh/cuc-han-cong-luoc-6764
Cradle Of Monsters,"Một nhóm học sinh, sinh viên được tìm thấy ở trong 1 con tàu bị lật và 1 nửa bị chìm dưới biển, song hành với họ kô chỉ là những người bình thường mà còn có cả lũ zombie cực kì khát máu ,tại sao đám học sinh đó lại ở trong 1 con tàu chìm? Lũ zombie từ đâu xuất hiện? Cuộc chiến không thể tránh khỏi g...",Chapter 42,Tình trạng: Hoàn Thành,"Lượt xem: 189,758",Lượt theo dõi: 233,https://truyenqqhot.com/truyen-tranh/cradle-of-monsters-6726
Đảo Chết Chóc,"Một chiếc tàu chở khách chở một nhóm học sinh trung học trong chuyến đi tham quan du lịch thì đi bị đắm khi gặp bão. Họ trôi dạt vào một hòn đảo không nằm trong bản đồ - Những người sống ở đó sử dụng thứ ngôn ngữ kì lạ, nền văn hóa man rợ được gọi là đảo ""Shimabito"". Nhóm học sinh những tưởng là đảo...",Chapter 157,Tình trạng: Đang Cập Nhật,"Lượt xem: 4,535,240","Lượt theo dõi: 9,047",https://truyenqqhot.com/truyen-tranh/dao-chet-choc-6663
Sayuri,"Câu chuyện về 1 gia đình vừa chuyển qua nhà mới, nhưng trong ngôi nhà này có gì đó rất kì lạ ...",Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 29,198",Lượt theo dõi: 62,https://truyenqqhot.com/truyen-tranh/sayuri-6654
Afrn: Aftereffects Radio Network,"Tuyển tập những mẩu truyện ngắn dễ thương, hài hước",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,298",Lượt theo dõi: 25,https://truyenqqhot.com/truyen-tranh/afrn-aftereffects-radio-network-6645
Tôi Sẽ Luôn Ở Bên Cạnh Bạn,"""Trong góc phòng, luôn có một bé gái đứng đó, tôi tự hỏi tại sao......""",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 6,668",Lượt theo dõi: 29,https://truyenqqhot.com/truyen-tranh/toi-se-luon-o-ben-canh-ban-6634
Apocalypse,"Chiến tranh, thiên tai, dịch bệnh là những thứ giết người mạnh mẽ và tàn bạo nhất, nhưng chúng ta vững sinh tồn và phát triển đến ngày nay... chỉ đến ngày hôm nay thôi, và ngày khải huyền sẽ đến. Liệu thù hận có được hóa giải và tình yêu có được đón nhận? kẻ mang đến sự hủy diệt là ai và con người c...",Chapter 11.1,Tình trạng: Đang Cập Nhật,"Lượt xem: 11,595",Lượt theo dõi: 27,https://truyenqqhot.com/truyen-tranh/apocalypse-6613
Gương,Bạn sẽ làm gì khi nhân cách trái ngược với bản thân bạn xuất hiện?!,Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 11,121",Lượt theo dõi: 24,https://truyenqqhot.com/truyen-tranh/guong-6582
Thánh Gióng,"Một pj series cá nhân của mình,bối cảnh truyện vào thời Hùng Vương thứ VI,lấy cảm hứng từ truyền thuyết Thánh Gióng và một số nhân vật thần thoại khác của Việt Nam và Trung Hoa *Truyện hoàn toàn là hư cấu theo trí tưởng tượng của tác giả,chỉ lấy chất liệu từ các thần thoại,không hề có giá trị nghiên...",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 41,286",Lượt theo dõi: 219,https://truyenqqhot.com/truyen-tranh/thanh-giong-6571
Scp Đơn Giản Hóa,"Tổ chức SCP (Special Containment Procedures hay Secure, Contain, Protect) (Quy Trình Quản Thúc Cá Biệt) hay viết tắt 3 tiêu chí hàng đầu của tổ chức: SECURE, CONTAIN, PROTECT (Tuyệt mật, lưu trữ và bảo vệ). là một trang thông tin về các báo cáo liên quan tới các hiện tượng siêu nhiên. Trang này cho ...",Chapter 61,Tình trạng: Đang Cập Nhật,"Lượt xem: 348,678",Lượt theo dõi: 877,https://truyenqqhot.com/truyen-tranh/scp-don-gian-hoa-6535
Sprite,"Yoshiko là học sinh đang học năm hai trường trung học. Trong lúc học ôn cho kỳ kiểm tra đầu vào, cô vẫn thường đưa những tập vở đã sao lại của mình cho Hikikomori, người bạn từ bé của cô. Miki và Kiriko, hai người bạn khác của cô, thường đi cùng tuyến xe bus với cô. Một ngày khi họ tới đưa tập như m...",Chapter 41,Tình trạng: Đang Cập Nhật,"Lượt xem: 91,649",Lượt theo dõi: 142,https://truyenqqhot.com/truyen-tranh/sprite-6518
Nhập Hồn,"Hồn ma, con người. Hồn ma đấu hồn ma. Con người đấu hồn ma. Ai sẽ tồn tại??",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 26,728",Lượt theo dõi: 105,https://truyenqqhot.com/truyen-tranh/nhap-hon-6510
Zetman,"Không cha mẹ , cùng với ông sống ở khu nhà ổ chuột , một cậu bé đặc biệt với khả năng chiến đấu siêu phàm cùng với một vết sẹo tròn trên tay trái còn được gọi là "" Chiếc nhẫn của thiên sứ "".... Hàng ngày , Jin ra ngoài kiếm tiền bằng cách liều mạng cứu thoát những người gặp nạn để ... đòi tiền thưởn...",Chapter 226,Tình trạng: Đang Cập Nhật,"Lượt xem: 823,014",Lượt theo dõi: 949,https://truyenqqhot.com/truyen-tranh/zetman-6486
Ẩn Số Về Tứ Gia,"Một con chó độc thân, một con mèo mập kêu là Tứ gia và một cô gái không tên. Giữa bọn họ có quan hệ gì đây... mọi chuyện vẫn còn là một ẩn số...",Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 17,454",Lượt theo dõi: 22,https://truyenqqhot.com/truyen-tranh/an-so-ve-tu-gia-6479
Cuộc Sống Thường Ngày Của Ma,Những mẩu chuyện đời thường của những người sống ở khu Samdochundong - nơi nổi tiếng với những câu chuyện ma.,Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 10,152",Lượt theo dõi: 124,https://truyenqqhot.com/truyen-tranh/cuoc-song-thuong-ngay-cua-ma-6453
Zombieland Saga,"""Mình muốn được trở thành người mà mình mơ ước."" Nhưng rồi đùng một cái, mình bị truck-sama tông phải và ngỏm củ tỏi luôn. Tưởng rằng được một chuyến xuyên không dị giới, ai dè mình tỉnh lại và phát hiện bản thân đã hóa thành zombie.Cùng với 6 cô gái zombie ""huyền thoại"" khác, bọn mình sẽ trở thành ...",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 17,440",Lượt theo dõi: 52,https://truyenqqhot.com/truyen-tranh/zombieland-saga-6444
Soldier,"Sống không thể báo thù thì có chết làm ma cũng phải đòi cho xong. Cơ thể người chết hóa điên thành quái vật, các nhà nghiên cứu vẫn chưa có lời giải đáp cho vấn đề này...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,435",Lượt theo dõi: 43,https://truyenqqhot.com/truyen-tranh/soldier-6417
Hỏa Long Truyện,"Bốn đứa bé mồ côi từ nhỏ, khi người thân duy nhất là ông ngoại qua đời, dưới sự dẫn dắt của người giám hộ, cùng đến một thành phố mới, trong một tòa nhà, họ đã gặp một ""thứ"" không tưởng....",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,229",Lượt theo dõi: 24,https://truyenqqhot.com/truyen-tranh/hoa-long-truyen-6381
Kiếp Thiên Vận,"Cải biên từ tiểu thuyết ""Dưỡng Qủy Vi Họa"". Trước khi ta sinh ra đã bị người ta tính kế, ngũ âm câu toàn, thiên sinh chiêu lệ quỷ, tiên sinh đồng hành nói ta sống không quá bảy tuổi, sau khi chết sẽ cho người dưỡng thành tiểu quỷ huyết y hại người. Bà ngoại vì cứu ta, cho ta cưới vợ cho ta, nuôi ta ...",Chapter 99,Tình trạng: Đang Cập Nhật,"Lượt xem: 469,321","Lượt theo dõi: 2,192",https://truyenqqhot.com/truyen-tranh/kiep-thien-van-6363
Quái Vật Ký Sinh,,Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 52,650",Lượt theo dõi: 98,https://truyenqqhot.com/truyen-tranh/quai-vat-ky-sinh-6327
Saijaku Muhai No Shinsou Kiryuu,"Hắn ta...một người còn lại duy nhất của hoàng tộc ngự trị đế chế cũ , đảo chính diễn ra từ hoàng tử hắn thành tội phạm , phải làm tất cả công việc để trả nợ cho dù nó bẩn thỉu , nhục nhã. Nhưng hắn được mệnh danh là ""Hạ yếu bách chiến"" một kẻ vô cùng yếu ớt nhưng không thể bị đánh bại , liệu rằng hắ...",Chapter 24,Tình trạng: Đang Cập Nhật,"Lượt xem: 268,367","Lượt theo dõi: 1,578",https://truyenqqhot.com/truyen-tranh/saijaku-muhai-no-shinsou-kiryuu-6320
Những Đứa Trẻ,"Một khoản phí nửa năm là 3 triệu yên, công việc là một nhân viên chăm sóc trẻ em.Một sinh viên đại học, Igarashi Iruma, đã đến một viện dưỡng lão từ xa ở quận Tohoku.Hiệu trưởng như một thiên thần, những đứa trẻ với nụ cười hồn nhiên ....Tuy nhiên, ở nơi chỉ có trẻ em sống, công việc ""bị xử phạt"" đã...",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 54,533",Lượt theo dõi: 472,https://truyenqqhot.com/truyen-tranh/nhung-dua-tre-6313
Mạt Thế Phàm Nhân,"Tận thế xảy ra. Dịch bệnh Zombie lây làn khắp Trái Đất. CHương Vũ Thiên là người cuối cùng còn sống. Nhưng sau khi bị lây nhiễm và chết đi, cậu đã được đưa quay trở lại quá khứ ngay ngày tận thế xảy ra. Cậu sẽ làm gì để thay đổi quá khứ ?",Chapter 168,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,121,355","Lượt theo dõi: 4,536",https://truyenqqhot.com/truyen-tranh/mat-the-pham-nhan-6294
Mahou Shoujo Site Sept,Spin-off của bộ Mahou Shoujo Site,Chapter 10.3,Tình trạng: Đang Cập Nhật,"Lượt xem: 36,266",Lượt theo dõi: 130,https://truyenqqhot.com/truyen-tranh/mahou-shoujo-site-sept-6275
Nhân Gian Thất Cách,"Bậc thầy truyện tranh kinh dị Junji Itou làm một bộ truyện tranh đầy mong đợi dựa trên ""Ningen Shikkaku"" viết bởi Osamu Dazai. Một câu chuyện cay đắng và hấp dẫn về một chàng trai trẻ bị kẹt giữa truyền thống của một gia tộc ở phía Bắc Nhật Bản và sự tác động của tư tưởng phương Tây. Để miêu tả anh ...",Chapter 24,Tình trạng: Hoàn Thành,"Lượt xem: 62,138",Lượt theo dõi: 125,https://truyenqqhot.com/truyen-tranh/nhan-gian-that-cach-6252
Học Viện Ma Cà Rồng,"trong chuyến đi chơi ở trường cấp 3...có một tại nạn khủng khiếp xảy ra. khi Paloma thức dậy, thì có 2 mặt trăng chiếu sáng trên trời đêm và, cô ấy bị bao vây bơi ma cà rồng những người nghĩ cô là nữ thần?!? Tệ hơn là, họ sẽ làm gì nếu biết cô không phải nữ thần? Chào mừng đến với học viện ma cà rồn...",Chapter 2.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,080",Lượt theo dõi: 135,https://truyenqqhot.com/truyen-tranh/hoc-vien-ma-ca-rong-6250
You Are Still In A Bird Cage,,Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 19,955",Lượt theo dõi: 143,https://truyenqqhot.com/truyen-tranh/you-are-still-in-a-bird-cage-6245
Các Ngươi Muốn Lên Trời,"Yến Kiêu- chủ rạp hát, sau khi gặp được A Hiến – vị hôn thê vừa là nam vừa là nữ, vừa là thần vừa là ma, cuối cùng cuộc đời cũng không còn bình yên nữa, mỗi ngày đều giống như phim thần bí, phim kinh dị, phim viễn tưởng, phim thần thoại…",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,851",Lượt theo dõi: 112,https://truyenqqhot.com/truyen-tranh/cac-nguoi-muon-len-troi-6234
Vs Evil,"Asahi, một cô nàng được một vong linh đeo bám với không ký ức gì về cuộc sống trước đó, câu chuyện kể về cuộc hành trình của hai người tìm kiếm những ký ức của anh chàng vong linh đó. Một manga về ghost-battle tuyệt hay.  ",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,324",Lượt theo dõi: 163,https://truyenqqhot.com/truyen-tranh/vs-evil-6214
Dead Tube,"Câu truyện bắt đầu bằng một trò chơi giết người đẫm máu, tràn ngập trong nỗi kinh hoàng đầy biến thái và bạo lực. Truyện với những hình ảnh 18+, đề nghị bạn đọc cân nhắc trước khi xem.",Chapter 66,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,657,228","Lượt theo dõi: 3,233",https://truyenqqhot.com/truyen-tranh/dead-tube-6205
Phục Ma Thiên Sư,"Chung Quỳ cùng đồ đệ của hắn Tần Sương thông qua lần lượt hàng yêu trừ ma dần dần phát hiện những yêu vật này cổ quái liên hệ cùng bọn hắn một chút kỳ quái bố trí, cuối cùng tra ra có người nghĩ ở kinh thành bố trí dạng này pháp trận.",Chapter 106,Tình trạng: Đang Cập Nhật,"Lượt xem: 468,842","Lượt theo dõi: 1,593",https://truyenqqhot.com/truyen-tranh/phuc-ma-thien-su-6129
Dị Nhân Quán,"Edogawa Ranpo là bút danh của Hirai Tarou, một tác giả, nhà phê bình nổi tiếng người Nhật. Ông là người đóng vai trò quan trọng trong sự phát triển của tiểu thuyết bí ẩn tại Nhật Bản, rất nhiều những tác giả hiện đại đã lấy cảm hứng sáng tác từ những tác phẩm của Hirai Tarou. Ví dụ như cái tên của T...",Chapter 91,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,117,435","Lượt theo dõi: 1,909",https://truyenqqhot.com/truyen-tranh/di-nhan-quan-6099
Muhyo To Rouji No Mahouritsu Soudan Jimusho,"Hãy cùng người thực thi pháp luật ma thuật Muhyo, một người có khả năng truy tố những hồn ma phạm tội và đưa chúng sang thế giới bên kia và trợ lý Roujie điều tra những sự việc liên quan đến ma quỷ và đưa chúng ra ánh sáng.",Chapter 144,Tình trạng: Đang Cập Nhật,"Lượt xem: 53,046",Lượt theo dõi: 106,https://truyenqqhot.com/truyen-tranh/muhyo-to-rouji-no-mahouritsu-soudan-jimusho-6085
Saeism - The Love And Creed Of Sae Maki,"Kuniki là 1 cô bé bị bạn bè bắt nạt,cô đã luôn chịu sự nhục  nhã này mỗi ngàyĐến một ngày,cô bé được Sae cứu giúp,Kuniki đã tin tưởng tuyệt đối vào cô bạn nàyTuy nhiên đối với Sae,Kuniki là 1 thứ gì đó mà  cô muốn độc chiếm bằng bất cứ giá nào",Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 60,402",Lượt theo dõi: 179,https://truyenqqhot.com/truyen-tranh/saeism-the-love-and-creed-of-sae-maki-6048
Truyền Võ,,Chapter 130,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,808,350","Lượt theo dõi: 7,027",https://truyenqqhot.com/truyen-tranh/truyen-vo-6000
Chuyện Đồn Đó Đây,,Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 23,904",Lượt theo dõi: 32,https://truyenqqhot.com/truyen-tranh/chuyen-don-do-day-5959
The Law Of The Yama,"Zuo Hui - một học sinh cấp ba trường nội trú xuất thân từ một gia đình nghèo. Một ngày nọ, khi bí mật làm thêm bên, cậu ấy đã bị mẹ bắt gặp. Sau cuộc tranh cãi nảy lửa, Zuo Hui đã quay lưng bỏ đi. Bị cảm giác tội lỗi và sự hối hận bao trùm, cậu ấy đã không để ý và đã ngã vào một cái lỗ cống thoát nư...",Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 158,143",Lượt theo dõi: 748,https://truyenqqhot.com/truyen-tranh/the-law-of-the-yama-5940
Children,Một sinh viên đại học đang thiếu tiền được mẹ kiếm việc làm cho nhưng cuối cùng thì công việc như shit vậy,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,963",Lượt theo dõi: 118,https://truyenqqhot.com/truyen-tranh/children-5935
Inugami,"Fumiki Shimazaki có ước mơ trở thành 1 nhà văn,cậu dành quá nhiều thời gian vào việc sáng tác mà chểnh mảng việc học hành nên đã gặp phải sự phản đối từ giáo viên và người bạn thân nhất của cậu:MikaĐể trốn tránh,cậu đã đi tìm đến 1 nhà máy bỏ hoang,ở đây Fumiki đã bị tấn công bởi một con mèo khổng l...",Chapter 21,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,793",Lượt theo dõi: 51,https://truyenqqhot.com/truyen-tranh/inugami-5930
Kẻ Mất Trí Và Thế Giới Ma Thuật,"Tại một thành phố hỗn loạn , Kaiman - 1 kẻ bị mất ký ức và bị ''magic user'' phù phép biến đổi khuôn mặt. Cùng với Nikaido- bạn thân, hắn truy sát tất cả những ''magic user'' để tìm ra thủ phạm đã làm hắn ra nông nỗi này. Nhưng những kẻ Kaiman truy sát lại là thành viên của 1 băng đảng quyền lực nhấ...",Chapter 167.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 562,702","Lượt theo dõi: 1,453",https://truyenqqhot.com/truyen-tranh/ke-mat-tri-va-the-gioi-ma-thuat-5920
Shiga Hime,,Chapter 31,Tình trạng: Đang Cập Nhật,"Lượt xem: 138,942",Lượt theo dõi: 349,https://truyenqqhot.com/truyen-tranh/shiga-hime-5894
Thú Nguyên Truy Kích,"Đây là thế giới chiến tranh huyễn tưởng thú được hiện thực hoá,liệp sát cũng vì vậy sinh ra.Thân là thành viên ưu tú của liệp sát cục diệp bán thành không những cùng đồng đội chiến đấu,còn phải sáng tạo hiện thế gọi là thần.Những nguy hiểm tiềm ẩn trong thành phố và sự xuất hiện tổ chức bí ẩn.Rốt cu...",Chapter 0,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,269",Lượt theo dõi: 38,https://truyenqqhot.com/truyen-tranh/thu-nguyen-truy-kich-5890
Risou No Kareshitachi,"Lời hứa năm xưa của Hayato với Naho. Hayato rất yêu bóng đá nên anh đã bỏ qua mối tình của mình để tập trung vào bóng đá. Anh hứa lên cao trung sẽ đáp lại tình cảm này. Nữ chính, Naho đã chờ đợi mòn mỏi để có thể ở bên Hayato. Nhưng, Aoi-senpai đã hành động để có được Naho. Từ đó, một câu chuyện Yan...",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 24,279",Lượt theo dõi: 125,https://truyenqqhot.com/truyen-tranh/risou-no-kareshitachi-5878
Oink - Đồ Tể Thiên Đường,"Ở một tương lai đen tối tàn nhẫn, những người heo là những nô lệ làm việc không ngừng nghỉ phục dịch giới chủ nhân loại, cho một cái quần thể xã hội họ không thể hiểu được. Cho đến một ngày - Oink, nhân vật chính của chúng ta, nhận thức được những giáo điều độc đoán bị áp đặt lên mình và đồng loại v...",Chapter 0,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,522",Lượt theo dõi: 29,https://truyenqqhot.com/truyen-tranh/oink-do-te-thien-duong-5869
Trăng Tàn: Huyền Kỳ Nơi Sâu Thẳm,"Tiếp nối thành công từ phần 1, nhóm tác giả tiến hành cho ra mắt phần 2 với phần nội dung mới xoay quanh những ngư dân tại khu vực Nebraska, những con người đang phải từng ngày vật lộn với cuộc sống bị đe doạ bởi những quái vật đến từ những chốn sâu thẳm nhất dưới đại dương.",Chapter 2.1,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,946",Lượt theo dõi: 25,https://truyenqqhot.com/truyen-tranh/trang-tan-huyen-ky-noi-sau-tham-5868
Liv,"Bộ này coi hay vê lờ anh main aoki bị lạc giữa bầy zombie. Và tình cờ rằng, cô bạn thuở đó học chung với anh (người yêu anh) đã là zombie nhưng vẫn bảo vệ anh main ==> bét girl :)) coi thì bk chứ kể ra là hết hay",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,400",Lượt theo dõi: 164,https://truyenqqhot.com/truyen-tranh/liv-5867
Biên Niên Sử Hận Thù,"Ở một thế giới mà mặt trời bị đông cứng và mặt trăng bị nung chảy, một người hùng không tưởng trỗi dậy, cứu lấy Mẹ Trái Đất khỏi xiềng xích của mình. Con đường của anh ta đi là một con đường u tối đầy chông gai với vô số đạo quân của kẻ thù đón chờ. Một bộ truyện đầy chất ám ảnh và đen tối với những...",Chapter 1.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,252",Lượt theo dõi: 12,https://truyenqqhot.com/truyen-tranh/bien-nien-su-han-thu-5863
Godzilla: Cataclysm,"Đã nhiều năm qua đi kể từ thảm hoạ quái vật càn quét địa cầu và gần như diệt sạch nhân loại. Gần đây, Hiroshi, một trong những người già ở một trong những bộ tộc nhân loại còn sót lại bỗng thường xuyên gặp phải những ký ức ác mộng về thời kỳ thảm hoạ đó. Hiroshi còn chưa hay biết được rằng, những ký...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 26,679",Lượt theo dõi: 108,https://truyenqqhot.com/truyen-tranh/godzilla-cataclysm-5862
Tiên Giới Quy Lai,"Bạn bè, người thân phản bội chỉ vì...Ta đã trùng sinh, ta sẽ thực hiện lời hứa đó.",Chapter 133,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,706,489","Lượt theo dõi: 5,790",https://truyenqqhot.com/truyen-tranh/tien-gioi-quy-lai-5855
Ijousha No Ai,Một con quỷ đội lốt người đem lòng yêu bạn. Đó chính là cánh cổng dẫn tới địa ngục...,Chapter 34,Tình trạng: Đang Cập Nhật,"Lượt xem: 225,786",Lượt theo dõi: 835,https://truyenqqhot.com/truyen-tranh/ijousha-no-ai-5849
Gofun Go No Sekai,"Thế giới của Yamato vốn chỉ bao gồm cậu em sinh đôi Yuuto và người bạn thời thơ ấu Michiru. Nhưng sau khi đeo thử chiếc vòng tay ""bước nhảy thời gian"" để đến tương lai, thế giới của cậu đã thay đổi hoàn toàn chỉ sau... 5 phút. Chỉ trong 5 phút, liệu Yamato có thể cứu thế giới? Mời các bạn đón đọc",Chapter 32,Tình trạng: Đang Cập Nhật,"Lượt xem: 260,548","Lượt theo dõi: 1,969",https://truyenqqhot.com/truyen-tranh/gofun-go-no-sekai-5844
Bí Mật Bóng Đêm,"Sự xuất hiện bất ngờ của Ma nữ Nghệ Khắc Tư, làm cho cuộc sống của Nhâm Tịch đảo lộn không ít, cả hai cùng giúp nhau trưởng thành, nảy sinh tìm cảm với nhau, Nhâm Tịch một lòng muốn tìm lại ký ức đã mất của Nghệ Khắc Tư, nhưng trong lúc đi tìm ký ức, dần dần phát hiện một bí mật động trời……",Chapter 14.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 72,835",Lượt theo dõi: 234,https://truyenqqhot.com/truyen-tranh/bi-mat-bong-dem-5837
Jurassic Park - Dangerous Games,"11 năm sau những sự kiện từ chuỗi phim ăn khách cùng tên, bộ truyện xoay quanh Daniel Espinoza - một đặc vụ ngầm C.I.A. đang trong quá trình điều tra để lật tẩy một trong những trùm sò ma túy lớn nhất thế giới - đồng thời cũng là kẻ đang sở hữu hòn đảo nơi mà các loài khủng long được phục sinh đang ...",Chapter 1.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 14,011",Lượt theo dõi: 47,https://truyenqqhot.com/truyen-tranh/jurassic-park-dangerous-games-5833
Predator: Hunters - Quái Thú Săn Mồi: Thợ Săn,"Sau nhiều lần tàn sát nhân loại khi hạ cánh xuống Trái Đất, giờ đây, những Quái Thú Săn Mồi sẽ lần đầu đối diện với cảm giác bị săn khi những con người xuất chúng nhất đang tụ họp cùng nhau để tiến hành màn phản kích mà ở đó, con mồi nay sẽ là những kẻ đi săn. Liệu điều gì sẽ chờ đón cả hai phe ở cu...",Chapter 2.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 15,916",Lượt theo dõi: 50,https://truyenqqhot.com/truyen-tranh/predator-hunters-quai-thu-san-moi-tho-san-5832
Aka No Haikyo!,Một cậu trai lang thang và một cô gái trẻ gặp nhau trong đống tàn tích của vườn hoa hồng.,Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 18,998",Lượt theo dõi: 124,https://truyenqqhot.com/truyen-tranh/aka-no-haikyo-5816
Embalming,"Frankenstein - chúng là những xác sống: thứ sinh vật hình thành từ xác chết, tồn tại song hành với nhân loại, được tạo ra bởi quái nhân trẻ tuổi Victor Frankenstein.Tuy phương thức chính xác đã thất lạc nhưng những mảnh ghi chú trong thí nghiệm vẫn được tập hợp thành 2 quyển sách cấm. Dựa vào đó, kh...",Chapter 16,Tình trạng: Đang Cập Nhật,"Lượt xem: 26,293",Lượt theo dõi: 74,https://truyenqqhot.com/truyen-tranh/embalming-5810
Diner,"Một cô gái vô dụng bất tài vướng phải rắc rối với yakuza, nào ngờ lại được ""cứu"" bởi một ông chủ tại một quán ăn dành riêng cho sát nhân, liệu đây có thực sự là ""cứu""?",Chapter 94,Tình trạng: Đang Cập Nhật,"Lượt xem: 921,979","Lượt theo dõi: 2,998",https://truyenqqhot.com/truyen-tranh/diner-5758
Học Cách Nuôi Người,Một thế giới mà con người được nuôi làm vật nuôi và lấy thịt,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,265",Lượt theo dõi: 32,https://truyenqqhot.com/truyen-tranh/hoc-cach-nuoi-nguoi-5741
Shut Hell,"Sudou là một cậu bé hay chìm vào những giấc mơ sinh động, những giấc mơ đầy máu , lửa và xác chết, một ngày nọ, Sudou gặp Yuzuki, một người bạn vừa lạ vừa quen, một người cậu đã gặp trong quá khứ...",Chapter 36,Tình trạng: Đang Cập Nhật,"Lượt xem: 57,164",Lượt theo dõi: 147,https://truyenqqhot.com/truyen-tranh/shut-hell-5726
