titles,discripsion,lastest_Chap,condition,view,follow,link 
Chuyến Tàu Điện Tử Thần!,Trong chuyến tàu điện ngầm mà Shikuma (Một học sinh cấp 3) và Mutsuki-cô bạn cùng thời thơ ấu đang đi bị dừng đột ngột bởi chấn động lạ. Tất cả hành khách đều hoảng loạn trong sợ hãi. Những người còn sống liệu có thể thoát lên được mặt đất hay không!?,Chapter 13,Tình trạng: Đang Cập Nhật,"Lượt xem: 103,400",Lượt theo dõi: 622,https://truyenqqhot.com/truyen-tranh/chuyen-tau-dien-tu-than-8400
The Call Of Cthulhu,"The Call of Cthulhu là một trong những kiệt tác của nhà văn kinh dị hiện đại Howard Phillips Lovecraft, một trong những tác phẩm mở đầu cho Cthulhu Mythos. •Đây là tác phẩm chuyển thể của họa sĩ TANABE Gou, dựa theo truyện ngắn cùng tên của H.P Lovecraft. .",Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 34,129",Lượt theo dõi: 137,https://truyenqqhot.com/truyen-tranh/the-call-of-cthulhu-8394
Cuốn Từ Điển Đen,"Các bạn có biết cuốn ""Từ điển đen"" không? Không ai biết được nó từ đâu xuất hiện cả. Nhưng quyển sách đáng sợ ấy đã tồn tại và gặm nhấm nỗi sợ của con người suốt từ đời này sang đời khác. Bạn không thể tìm thấy nó, nhưng nó sẽ ở mọi nơi. Trên giá sách của 1 hiệu sách, trong thư viện, thậm chí cả ở c...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,656",Lượt theo dõi: 65,https://truyenqqhot.com/truyen-tranh/cuon-tu-dien-den-8389
Hijoushoku To Gochisou,Tình yêu giữa một giống loài không phải con người với con người,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,171",Lượt theo dõi: 108,https://truyenqqhot.com/truyen-tranh/hijoushoku-to-gochisou-8385
Hoozuki No Shima,"Hai đứa nhỏ bị bỏ rơi, đem lên một hòn đảo, với mấy đứa khác. Có 4 giáo viên trên đảo. Trước đó đã có vài đứa trẻ bị mất tích từng trong cái phòng tụi nó ở, đứa ở trước đã bị mất tích. Đầu tiên cậu bé phát hiện con dao đầy máu trong hộc bàn, hôm sau cái bàn được thay và mấy đứa ở trước đó họp nó lại...",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,193",Lượt theo dõi: 46,https://truyenqqhot.com/truyen-tranh/hoozuki-no-shima-8377
The Count Of Monte Cristo,"Manga được phóng tác từ tiểu thuyết Bá tước Monte Cristo của Alexandre Dumas .Câu chuyện kể về những thử thách và đau khổ của chàng thủy thủ Edmond Dantès. Sau khi bị vu oan và bị bắt giam vào đúng ngày cưới, Edmond đã may mắn trốn thoát. Anh tìm ra một kho báu và thay danh đổi phận, trở thành Bá tư...",Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 53,734",Lượt theo dõi: 251,https://truyenqqhot.com/truyen-tranh/the-count-of-monte-cristo-8376
Deadpool: Samurai,"Đây là sự kiện hợp tác giữa MARVEL và Shonen JUMP+, 7 tác giả của JUMP sẽ lần lượt vẽ những đầu truyện về các nhân vật của MARVEL.Và mở đầu cho cuộc hợp tác này, sẽ là nhân vật MARVEL được yêu thích nhất ở Nhật: DEADPOOL",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 113,232","Lượt theo dõi: 1,180",https://truyenqqhot.com/truyen-tranh/deadpool-samurai-8375
Tru Tà,"Truyện chuyển thể tử tiểu thuyết cùng tên. Thiếu niên Tần Hoài khi sinh đã gặp nhiều xui xẻo. Vì muố được sống, đã đấu với số mạng, rơi vào âm mưu càng lúc càng sâu. Cho đến khi đạo trưởng Trương Nhất Thanh xuất hiện, dẫn cậu ta đặt chân vào đạo môn. Tần Hoài tư phi phàm, mặc ý tiêu dao...",Chapter 123,Tình trạng: Đang Cập Nhật,"Lượt xem: 915,858","Lượt theo dõi: 2,460",https://truyenqqhot.com/truyen-tranh/tru-ta-8355
100 Điều Muốn Làm Trước Khi Chết,"Akira vốn là nhân viên của 1 công ty đen chuyên bóc lột người lao động trong suốt 3 năm. Kiệt quệ về cả mặt tinh thần lẫn thể chất cho đến một ngày cậu phát hiện ra rằng đại dịch Zombie đã xâm chiếm toàn thế giới. Liệu anh nhân vật chính của chúng ta sẽ sinh tồn trong cái thế giới ""địa ngục"" này như...",Chapter 22,Tình trạng: Đang Cập Nhật,"Lượt xem: 313,753","Lượt theo dõi: 2,366",https://truyenqqhot.com/truyen-tranh/100-dieu-muon-lam-truoc-khi-chet-8348
Rotting Soulmate,"Nếu một ngày, người bạn yêu thương mắc phải một căn bệnh hiểm nghèo.Sự lựa chọn của bạn sẽ là gì?",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 14,614",Lượt theo dõi: 42,https://truyenqqhot.com/truyen-tranh/rotting-soulmate-8342
Đại Tượng Vô Hình,"Nữ chính trong một lần tai nạn xe bị sinh vật bí ẩn gá vào người, sau khi tỉnh lại đến một thế giới yêu linh. Trong lúc cô ấy sợ hãi, tuyệt vọng thì xuất hiện một thiếu niên cứu cô ta về hiện thế. Thì ra thế giới này có yêu linh, sinh vật trong cơ thể cô ta là yêu linh tên ""Nhân Tiêu"", không cách nà...",Chapter 295,Tình trạng: Đang Cập Nhật,"Lượt xem: 4,934,407","Lượt theo dõi: 12,717",https://truyenqqhot.com/truyen-tranh/dai-tuong-vo-hinh-8339
Zombie 100 ~ 100 Điều Tôi Sẽ Làm Trước Khi Trở Thành Zombie~,"Sau 3 năm làm việc cho một công ty đen, Akira đã kiệt quệ cả về thể chất lẫn tinh thần. Nhưng một buổi sáng nọ, những gì anh thấy trên đường đi làm là một đống Zombies?! Akira sẽ sống cuộc sống của mình như thế nào trong một thế giới đã hoàn toàn thay đổi chỉ sau một đêm đây!?",Chapter 21,Tình trạng: Đang Cập Nhật,"Lượt xem: 58,854",Lượt theo dõi: 522,https://truyenqqhot.com/truyen-tranh/zombie-100-100-dieu-toi-se-lam-truoc-khi-tro-thanh-zombie-8331
Không Chỉ Là Bắt Nạt,"Nakajima kẻ đã ""thao túng” cả lớp học vì hắn là kẻ ""bắt nạt”. ""Nạn nhân” của hắn là Shirasaki - một cô bé yếu đuối. Ngày qua ngày, mọi chuyện chỉ ngày một xấu đi, thậm chí còn đi tới cả bạo lực. Tất cả đều vờ như không nhìn thấy. Ai cũng thừa hiểu, một khi can dự vào là họ sẽ trở thành mục tiêu tiếp...",Chapter 78,Tình trạng: Đang Cập Nhật,"Lượt xem: 889,193","Lượt theo dõi: 3,235",https://truyenqqhot.com/truyen-tranh/khong-chi-la-bat-nat-8329
Heroines Game,"Alice muốn trở thành idol hàng đầu, và vì thế cô ấy sẽ làm bất cứ điều gì, dù có tàn ác đến mức nào.Khi cô ấy tỉnh dậy trong một khu rừng lạ, cô nhận ra mình phải chiến đấu và chém giết những cô gái khác để sống sót.Tất cả các cô gái đều có tên và đặc điểm của những nhân vật trong truyện cổ tích, nh...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 15,513",Lượt theo dõi: 170,https://truyenqqhot.com/truyen-tranh/heroines-game-8254
Tái Sinh,"Năm 2022, phương pháp tái sinh nhân công thất nghiệp của Nhật Bản đã được thành lập. Một công dân không có thu nhập trong hơn sáu tháng, họ sẽ bị cưỡng ép đưa đi điều trị tại các cơ sở tái tạo, và tại đó họ sẽ bị lập trình lại não bộ của mình. Tatsuya Kamijo đang làm việc trong một công ty đầu tư nư...",Chapter 21,Tình trạng: Đang Cập Nhật,"Lượt xem: 274,693","Lượt theo dõi: 1,022",https://truyenqqhot.com/truyen-tranh/tai-sinh-8245
Genocide Online ~Playtime Diary Of An Evil Young Girl~,"Câu chuyện này được xây dựng khác một chút so với lịch sử Nhật Bản. Đây là cách một tiểu thư Nhật Bản giải tỏa stress sau một ngày dài, bằng cách sử dụng mẫu VRMMORPG mới nhất và đóng vai kẻ ác ở đó, thị trấn đầu tiên biến thành một vòng xoáy hỗn loạn, đập tan tổ chức ngầm đồng thời làm một cuộc đảo...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 23,283",Lượt theo dõi: 233,https://truyenqqhot.com/truyen-tranh/genocide-online-playtime-diary-of-an-evil-young-girl-8243
Tử Thần,"Trên Trái Đất này luôn tồn tại những kẻ xấu xa, và rồi là những kẻ THỰC SỰ XẤU XA. Nếu ngươi là một trong những con quỷ đó, ngươi sẽ không chỉ bị gửi đến địa ngục, mà sẽ bị gửi đến địa ngục và giao cho một công việc là cướp lấy linh hồn của những kẻ tàn ác nhất trên thế gian này. Đó chính là việc củ...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,103",Lượt theo dõi: 169,https://truyenqqhot.com/truyen-tranh/tu-than-8238
Người Lạ Trong Gương,Bạn sẽ làm gì khi nhân cách trái ngược với bản thân bạn xuất hiện?!,Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 28,292",Lượt theo dõi: 78,https://truyenqqhot.com/truyen-tranh/nguoi-la-trong-guong-8191
Hanazono Nhà Vệ Sinh,Chỉ cất lời khi im lặng là sai trái!,Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 44,627",Lượt theo dõi: 216,https://truyenqqhot.com/truyen-tranh/hanazono-nha-ve-sinh-8157
Chánh Tà,"Đạo và Yêu  Tà, Thiện Ác khác biệt, Cực ác tà ma bị phong ấn trăm năm, đạo sĩ thanh niên trấn thủ phong ấn, vô tình phá phong, trên đường tìm cách phong ấn trở lại, lập trường chánh tà và giới hạn bị khiêu chiến không ngừng.",Chapter 46,Tình trạng: Đang Cập Nhật,"Lượt xem: 132,984",Lượt theo dõi: 728,https://truyenqqhot.com/truyen-tranh/chanh-ta-8144
Kanako-San,"Cậu bé Yoru 1 lần tình cờ bắt gặp 1 con ma thân dài tên là Kanako-san, và mối quan hệ kì lạ của họ bắt đầu từ đây. Rắc rối hơn, khi Yoru-kun là người duy nhất nhìn thấy Kanako, vậy nên, cậu chẳng thể chia sẻ nỗi khổ này với bất cứ ai được.",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,635",Lượt theo dõi: 130,https://truyenqqhot.com/truyen-tranh/kanako-san-8138
Tây Du Tà Ký - Quỷ Hầu Vương,"CẢNH BÁO: Phiên bản Tây Du Ký dành cho người trưởng thành [20+] đậm chất gore, creepy được khắc hoạ bởi Katsuya Terada qua những hình ảnh có tính phản cảm, tục tĩu - lột tả một góc nhìn khác về quá trình thỉnh kinh của Tề Thiên Đại Thánh. VUI LÒNG CÂN NHẮC KỸ TRƯỚC KHI XEM.",Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 107,528",Lượt theo dõi: 374,https://truyenqqhot.com/truyen-tranh/tay-du-ta-ky-quy-hau-vuong-8114
Requiem Hiệp Sĩ Ma Cà Rồng,"Đẫm máu. Đen tối. Điên loạn. Đón chào đến với thế giới sau khi chết, ở nơi địa ngục ma quỷ hoành hành, thời gian đảo ngược. Nhât vật chính là một binh lính Đức Quốc Xã bỏ mạng ở chiến trường, theo guồng quay của số phận mà trở thành một Hiệp Sĩ Ma Cà Rồng với tước danh Requiem - với khát vọng đau đá...",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 16,022",Lượt theo dõi: 34,https://truyenqqhot.com/truyen-tranh/requiem-hiep-si-ma-ca-rong-8092
Quái Vật Không Tên,Cuộc chiến sinh tồn của anh main nhà ta và bé nhện cute phô mai que,Chapter 39,Tình trạng: Đang Cập Nhật,"Lượt xem: 578,627","Lượt theo dõi: 4,084",https://truyenqqhot.com/truyen-tranh/quai-vat-khong-ten-8083
Bàn Tay Ma Quái,"Câu chuyện xoay quanh 6 thanh niên trẻ đang phải chịu án ở trong tù. Vào ngày nọ, một người đàn ông kỳ lạ bất ngờ xuất hiện trước họ và trao cho họ 1 vật mang tên ""bàn tay của Zeus"" sở hữu quyền năng không tưởng. bàn tay này có thể mở ra một ""cánh cổng"" dấn tới bất cứ nơi nào Và 6 người quyết định d...",Chapter 2,Tình trạng: Đang Cập Nhật,"Lượt xem: 6,819",Lượt theo dõi: 48,https://truyenqqhot.com/truyen-tranh/ban-tay-ma-quai-8063
Biên Niên Sử Hận Thù - Chronicles Of Hate,"Ở một thế giới mà mặt trời bị đông cứng và mặt trăng bị nung chảy, một người hùng không tưởng trỗi dậy, cứu lấy Mẹ Trái Đất khỏi xiềng xích của mình. Con đường của anh ta đi là một con đường u tối đầy chông gai với vô số đạo quân của kẻ thù đón chờ. Một bộ truyện đầy chất ám ảnh và đen tối với những...",Chapter 2.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,450",Lượt theo dõi: 39,https://truyenqqhot.com/truyen-tranh/bien-nien-su-han-thu-chronicles-of-hate-7999
Thợ Săn Ma Cà Rồng D,"Được chuyển thể vào năm 2007 bởi nữ hoạ sĩ Saiko Takaki dựa theo tiểu thuyết cùng tên trứ danh của Hideyuki Kikuchi, bộ truyện xoay quanh ma cà rồng - những kẻ thống trị thế giới với danh hiệu tầng lớp quý tộc và những kẻ đấu tranh chống lại chúng - trong số đó gồm có nhân vật chính - một bán nhân m...",Chapter 1.5,Tình trạng: Đang Cập Nhật,"Lượt xem: 16,831",Lượt theo dõi: 48,https://truyenqqhot.com/truyen-tranh/tho-san-ma-ca-rong-d-7963
Nanyak,"""Ta sẽ chờ""... Vẫn là giấc mơ đó... Jae-Shin tự nhủ... Vẫn là người con gái bí ẩn lúc nào cũng chỉ nói một câu duy nhất....  Cuộc sống cho chúng ta đôi mắt để được nhìn thấy thế giới tươi đẹp muôn màu muôn vẻ, nhưng nếu có một ngày bạn chợt nhận ra thế giới bạn vẫn nhìn thấy đó không phải một thế gi...",Chapter 105,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,491,986","Lượt theo dõi: 4,122",https://truyenqqhot.com/truyen-tranh/nanyak-7949
Zakuro No Jigoku,"Yuyuko là một cô bé có khả năng chữa trị mọi loại bệnh, ngay cả khi người bệnh đó đã chết. Tuy nhiên, khả năng đặc biệt đó đòi hỏi cô bé phải đánh đổi bằng một cái giá khá đắt…",Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 45,217",Lượt theo dõi: 215,https://truyenqqhot.com/truyen-tranh/zakuro-no-jigoku-7938
Miễn Bình Luận,"Với phong cách chibi + creepy, No Comment là tổng hợp những mẩu truyện ngắn đá xoáy những trái khoáy, bại hoại, sai quấy trong đời sống đầy bất cập ở thế kỷ 21 hiện đại này, với những tầng lớp ý nghĩa sâu xa gây ám ảnh được khắc hoạ bởi tác giả Ivan Brun - thành viên một ban nhạc punk hardcore của P...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 10,843",Lượt theo dõi: 15,https://truyenqqhot.com/truyen-tranh/mien-binh-luan-7936
Nanh Hàm Quỉ Dữ - Teether,"Khi một đám nhóc cấp 1 rủ nhau vào rừng hoang giữa đêm khuya tìm quỷ dữ để... cho vui. Mọi chuyện bắt đầu hết vui khi con quỷ là có thật và bắt đầu hốt xác một trong số những đứa nhóc. Mời các bạn ""thưởng thức"" bộ truyện kinh dị on-going với tiến độ phát hành cũng rất kinh dị: hơn 9 tháng 1 issue",Chapter 1.1,Tình trạng: Đang Cập Nhật,"Lượt xem: 22,185",Lượt theo dõi: 59,https://truyenqqhot.com/truyen-tranh/nanh-ham-qui-du-teether-7935
Linh Chúc Thiếu Nữ,"Vụ tự sát Hoa Kiến Mai lần thứ 501 đã thất bại, nhấp vào trang web ""Ngọn nến chết chóc"", được cho là có thể giúp cho người ta tự sát. Kết quả con đường cầu chết này không ngừng xảy ra sự cố, Tanatus đã ký khế ước và chủ động trở thành đại diện của thần chết. Mục đích Mai Mai muốn nhanh chóng chết đi...",Chapter 19,Tình trạng: Đang Cập Nhật,"Lượt xem: 50,326",Lượt theo dõi: 599,https://truyenqqhot.com/truyen-tranh/linh-chuc-thieu-nu-7929
Tớ Đã Yêu Cậu Rất Nhiều,"Kanae là 1 nữ sinh cao trung bị mặc cảm và rất tự ti sau khi trải qua khoảng thời gian trung học bị bắt nạt. Để có thể giải quyết vấn đề của bản thân, cô đã quyết định tham gia vào những buổi hẹn hò nhóm với hy vọng mong manh. Và rồi Hiroshi, người chơi bóng chày nổi tiếng nhất trường, tình cờ cảm t...",Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 138,042",Lượt theo dõi: 438,https://truyenqqhot.com/truyen-tranh/to-da-yeu-cau-rat-nhieu-7921
Parasyte Reversi,"Đây là side story của bộ truyện nổi tiếng Parasyte (1988) của tác giả Iwaaki Hitoshi. Các sự kiện trong bộ này xảy ra song song với câu chuyện của Shinichi và Migi, vì thế, nếu muốn đọc bộ này thì tốt nhất là nên đọc lại bộ cũ.",Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 168,010",Lượt theo dõi: 480,https://truyenqqhot.com/truyen-tranh/parasyte-reversi-7917
